"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-06","5.82",,"0.00","0.0","0.0","66","75","59","   50","   50","14.1","17.0","    1",,,"    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-07","4.47",,"0.00","0.0","0.0","67","76","60","   30","   20","8.1","13.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-08","9.84",,"0.52","0.0","0.0","64","68","50","  360","   10","30.0","38.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-09","7.38",,"0.00","0.0","0.0","51","60","40","   20","   30","16.1","21.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-10","2.46",,"0.00","0.0","0.0","49","67","36","  340","   10","8.9","11.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-11","2.01",,"0.00","0.0","0.0","55","75","40","  240","  210","10.1","13.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-12","10.51",,"0.12","0.0","0.0","62","76","40","   10","  310","23.0","29.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-13","11.18",,"0.00","0.0","0.0","41","50","30","   20","   10","19.9","28.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-14","9.40",,"0.07","0.0","0.0","45","52","39","   20","   30","16.1","19.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-15","9.17",,"1.24","0.0","0.0","49","56","45","   20","   20","15.0","21.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-16","11.63",,"4.04","0.0","0.0","49","50","47","  360","  350","21.0","27.1","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-17","9.84",,"0.00","0.0","0.0","52","63","46","  340","  350","18.1","23.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-18","3.80",,"0.00","0.0","0.0","54","66","48","  290","  280","12.1","16.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-19","6.71",,"0.00","0.0","0.0","56","64","46","  280","  280","19.9","23.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-20","4.47",,"0.00","0.0","0.0","54","67","43","  360","  350","13.0","16.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-21","3.58",,"0.00","0.0","0.0","52","68","39","  110","   70","8.9","13.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-22","3.80",,"0.00","0.0","0.0","59","76","46","  250","  230","16.1","19.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-23","8.05",,"0.01","0.0","0.0","65","78","55","  230","  210","18.1","25.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-24","10.29",,"0.00","0.0","0.0","60","67","45","  270","  280","21.9","28.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-25","2.24",,"0.00","0.0","0.0","50","63","39","  200","  230","12.1","13.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-26","2.68",,"0.00","0.0","0.0","51","68","39","  180","  200","12.1","13.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-27","5.59",,"0.00","0.0","0.0","60","81","48","  190","  190","15.0","19.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-28","5.82",,"0.00","0.0","0.0","62","71","46","  300","  290","15.0","19.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-29","3.36",,"0.00","0.0","0.0","55","67","44","   80","   30","10.1","15.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-11-30","3.80",,"0.00","0.0","0.0","57","75","46","  150","  160","13.0","14.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-01","11.41",,"0.32","0.0","0.0","63","77","57","  300","  300","30.0","38.9","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-02","13.65",,"0.00","0.0","0.0","56","60","40","  310","  270","23.0","31.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-03","6.71",,"0.00","0.0","0.0","43","53","33","  280","  260","13.0","16.1",,,,"    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-04","9.84",,"0.00","0.0","0.0","48","65","38","  270","  260","21.9","25.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-05","5.14",,"0.00","0.0","0.0","53","69","41","  350","  280","12.1","15.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-06","2.68",,"0.00","0.0","0.0","52","70","38","  330","  260","10.1","13.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-07","5.59",,"0.00","0.0","0.0","58","69","49","   50","   30","13.0","16.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-08","7.61",,"0.00","0.0","0.0","54","66","45","   10","   40","13.0","17.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-09","6.93",,"0.00","0.0","0.0","61","78","49","  160","  190","13.0","17.0","    1","    1",,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-10","8.28",,"0.00","0.0","0.0","69","83","61","  200","  220","21.0","25.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-11","10.51",,"0.00","0.0","0.0","63","66","47","  360","   40","18.1","23.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-12","10.51",,"0.00","0.0","0.0","49","54","42","   40","   50","18.1","23.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-13","6.04",,"0.74","0.0","0.0","50","52","47","   40","   50","13.0","17.0","    1","    1",,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-14","9.62",,"0.17","0.0","0.0","52","61","45","  270","  260","23.0","30.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-15","3.58",,"0.00","0.0","0.0","51","67","40","  170","  270","8.9","12.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-16","4.03",,"0.00","0.0","0.0","57","78","43","  180","  200","17.0","21.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-17","10.51",,"0.54","0.0","0.0","69","78","52","  310","  230","21.0","33.1","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-18","10.51",,"0.00","0.0","0.0","52","55","34","  300","  300","21.9","27.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-19","5.82",,"0.00","0.0","0.0","42","55","31","   60","   50","15.0","18.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-20","8.50",,"0.00","0.0","0.0","44","59","34","   40","   60","15.0","18.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-21","8.28",,"0.00","0.0","0.0","51","61","43","   50","   50","15.0","19.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-22","10.96",,"2.22","0.0","0.0","53","59","50","   50","   60","18.1","23.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-23","6.71",,"2.11","0.0","0.0","61","65","55","   40","   40","17.0","19.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-24","14.76",,"0.38","0.0","0.0","63","73","59","  350","  350","25.1","32.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-25","6.71",,"0.00","0.0","0.0","58","69","47","   30","   30","13.0","16.1","    1","    1",,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-26","5.37",,"0.00","0.0","0.0","57","77","46","  100","  100","13.0","14.1","    1","    1",,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-27","5.37",,"0.00","0.0","0.0","68","78","59","  100","  100","13.0","15.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-28","5.82",,"0.00","0.0","0.0","65","73","58","   90","  100","12.1","13.0","    1",,,"    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-29","9.17",,"0.13","0.0","0.0","70","77","66","  170","  180","18.1","23.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-30","9.62",,"0.21","0.0","0.0","70","72","51","  310","  310","25.1","31.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2019-12-31","10.07",,"0.00","0.0","0.0","54","64","45","  270","  280","19.9","25.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-01","6.71",,"0.00","0.0","0.0","51","63","40","  290","  280","15.0","19.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-02","4.70",,"0.00","0.0","0.0","53","68","44","  180","  190","16.1","19.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-03","10.74",,"0.00","0.0","0.0","69","80","66","  170","  210","18.1","23.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-04","13.87",,"0.27","0.0","0.0","69","74","51","  300","  300","36.0","46.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-05","9.40",,"0.00","0.0","0.0","50","58","38","  310","  300","25.1","32.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-06","6.49",,"0.00","0.0","0.0","50","68","40","  290","  270","15.0","19.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-07","8.72",,"0.00","0.0","0.0","55","70","43","  280","  270","23.9","32.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-08","4.70",,"0.00","0.0","0.0","50","66","35","  320","  320","13.0","16.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-09","7.38",,"0.00","0.0","0.0","51","72","35","   90","  110","21.0","29.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-10","8.28",,"0.00","0.0","0.0","63","76","56","  130","  140","21.0","25.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-11","14.99",,"0.03","0.0","0.0","70","79","67","  160","  180","25.1","33.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-12","7.38",,"0.58","0.0","0.0","72","82","68","  180","  180","17.0","21.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-13","8.72",,"0.00","0.0","0.0","73","82","68","  170","  170","18.1","23.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-14","4.70",,"0.00","0.0","0.0","71","81","63","  250","  270","13.0","17.0","    1","    1",,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-15","5.37",,"0.00","0.0","0.0","70","79","65","  270","  270","13.0","15.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-16","8.50",,"0.00","0.0","0.0","69","80","56","  330","  290","19.9","23.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-17","10.51",,"0.00","0.0","0.0","57","59","46","   50","   40","19.9","23.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-18","9.17",,"0.00","0.0","0.0","53","71","45","  190","  190","18.1","23.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-19","10.51",,"0.00","0.0","0.0","63","67","46","  280","  270","21.0","27.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-20","9.17",,"0.00","0.0","0.0","45","50","34","   30","   30","18.1","23.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-21","12.30",,"0.00","0.0","0.0","37","46","32","  340","  330","25.1","33.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-22","10.51",,"0.00","0.0","0.0","41","58","32","  360","  360","21.0","25.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-23","7.61",,"0.02","0.0","0.0","46","55","41","   30","   20","14.1","19.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-24","7.61",,"0.20","0.0","0.0","58","71","53","  160","  150","18.1","21.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-25","9.17",,"0.00","0.0","0.0","56","61","44","  300","  270","19.9","25.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-26","7.16",,"0.00","0.0","0.0","49","63","38","  300","  300","18.1","23.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-27","7.16",,"0.03","0.0","0.0","54","62","48","  270","  250","18.1","21.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-28","4.92",,"0.00","0.0","0.0","53","64","40","  340","  320","10.1","14.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-29","4.70",,"0.23","0.0","0.0","48","59","37","   30","   10","15.0","19.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-30","9.17",,"0.03","0.0","0.0","52","62","48","   10","   10","16.1","19.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-01-31","7.83",,"0.26","0.0","0.0","49","53","44","  320","   70","15.0","18.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-01","8.50",,"0.00","0.0","0.0","46","49","45","  280","  280","15.0","19.0","    1",,,"    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-02","10.74",,"0.00","0.0","0.0","51","65","42","  260","  280","19.9","25.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-03","6.71",,"0.00","0.0","0.0","57","77","41","  180","  270","12.1","16.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-04","7.38",,"0.00","0.0","0.0","60","74","48","  260","  270","14.1","17.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-05","9.17",,"0.00","0.0","0.0","63","79","54","  200","  230","17.0","21.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-06","14.09",,"2.14","0.0","0.0","70","80","66","  200","  200","25.9","36.9","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-07","16.11",,"0.00","0.0","0.0","60","66","42","  260","  250","35.1","46.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-08","4.47",,"0.00","0.0","0.0","47","60","34","  180","  150","16.1","19.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-09","6.71",,"0.00","0.0","0.0","51","63","39","  130","  110","15.0","19.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-10","8.05",,"0.00","0.0","0.0","59","78","47","  170","  170","23.0","28.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-11","8.72",,"0.00","0.0","0.0","71","81","65","  230","  210","18.1","23.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-12","6.71",,"0.00","0.0","0.0","70","84","59","  170","  150","16.1","19.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-13","12.75",,"0.30","0.0","0.0","73","86","63","  210","  200","25.1","35.1","    1",,"    1","    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-14","7.61",,"0.00","0.0","0.0","60","65","45","  330","  310","17.0","23.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-15","8.95",,"0.00","0.0","0.0","51","63","42","   90","   80","17.0","21.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-16","6.49",,"0.29","0.0","0.0","52","60","47","  310","  320","21.9","28.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-17","5.59",,"0.00","0.0","0.0","55","64","51","  110","  100","12.1","15.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-18","3.80",,"0.17","0.0","0.0","61","70","56","  140","  140","12.1","13.0","    1","    1","    1","    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-19","5.82",,"0.00","0.0","0.0","66","73","51","   50","   50","18.1","21.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-20","11.18",,"0.84","0.0","0.0","51","51","42","   20","   10","19.9","25.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-21","14.99",,"0.00","0.0","0.0","43","50","35","   10","   10","23.9","33.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-22","4.92",,"0.00","0.0","0.0","42","57","29","   50","   30","14.1","18.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-23","2.91",,"0.00","0.0","0.0","46","67","31","  120","  110","12.1","15.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-24","4.47",,"0.07","0.0","0.0","58","70","52","  100","  100","14.1","17.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-25","8.05",,"0.71","0.0","0.0","65","75","60","  200","  210","19.9","25.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-26","8.50",,"0.10","0.0","0.0","67","70","52","  300","  290","19.9","27.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-27","12.30",,"0.00","0.0","0.0","51","56","39","  310","  290","21.9","29.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-28","9.40",,"0.00","0.0","0.0","46","61","33","  260","  250","21.9","30.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-02-29","10.74",,"0.00","0.0","0.0","52","62","40","  280","  280","30.0","38.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-01","3.58",,"0.00","0.0","0.0","49","68","32","  130","  140","16.1","19.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-02","8.50",,"0.00","0.0","0.0","57","77","42","  190","  210","23.0","29.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-03","8.72",,"0.02","0.0","0.0","68","78","62","  240","  220","19.9","25.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-04","6.71",,"2.83","0.0","0.0","65","68","60","  300","   20","19.9","28.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-05","8.95",,"2.66","0.0","0.0","58","60","53","   50","   30","19.9","28.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-06","16.33",,"0.00","0.0","0.0","57","68","49","  300","  310","33.1","42.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-07","8.28",,"0.00","0.0","0.0","51","61","39","  340","  340","19.9","23.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-08","5.82",,"0.00","0.0","0.0","50","67","38","  110","  110","14.1","17.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-09","6.49",,"0.00","0.0","0.0","58","75","46","  160","  150","16.1","19.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-10","5.82",,"0.00","0.0","0.0","65","78","55","  190","  190","15.0","19.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-11","5.37",,"0.00","0.0","0.0","68","82","57","  240","  240","17.0","23.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-12","6.71",,"0.01","0.0","0.0","69","84","59","  170","  160","17.0","19.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-13","7.83",,"0.00","0.0","0.0","71","84","61","  250","  250","16.1","19.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-14","7.38",,"0.00","0.0","0.0","72","80","61","  120","  130","18.1","23.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-15","7.16",,"0.00","0.0","0.0","68","81","58","  100","  100","21.0","25.1","    1","    1",,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-16","8.95",,"0.00","0.0","0.0","63","69","58","   80","   70","15.0","19.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-17","3.80",,"0.00","0.0","0.0","67","83","59","  230","  230","16.1","19.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-18","7.61",,"0.00","0.0","0.0","71","80","61","  110","   90","17.0","21.0","    1","    1",,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-19","8.28",,"0.00","0.0","0.0","72","85","64","  170","  160","19.9","23.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-20","9.62",,"0.00","0.0","0.0","75","88","68","  170","  180","19.9","23.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-21","7.16",,"0.00","0.0","0.0","75","88","65","  230","  230","19.9","23.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-22","8.50",,"0.00","0.0","0.0","69","72","61","   80","  100","17.0","21.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-23","5.37",,"0.00","0.0","0.0","64","76","59","  330","  340","14.1","17.0","    1",,,"    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-24","8.28",,"0.00","0.0","0.0","72","86","65","  220","  220","18.1","23.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-25","11.18",,"0.01","0.0","0.0","76","86","67","  290","  280","21.9","29.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-26","9.84",,"0.00","0.0","0.0","68","74","60","  110","  100","19.9","23.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-27","6.71",,"0.00","0.0","0.0","71","87","59","  190","  180","15.0","21.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-28","9.40",,"0.00","0.0","0.0","76","90","65","  230","  250","18.1","23.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-29","8.50",,"0.00","0.0","0.0","76","90","65","  220","  220","16.1","21.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-30","5.82",,"0.00","0.0","0.0","77","87","63","  310","  330","14.1","18.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-03-31","7.61",,"0.16","0.0","0.0","69","77","58","  310","  320","21.9","31.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-01","9.17",,"0.00","0.0","0.0","62","68","53","  320","  320","25.1","33.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-02","5.82",,"0.00","0.0","0.0","60","72","49","  270","  270","15.0","19.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-03","3.80",,"0.00","0.0","0.0","61","80","46","  290","  280","15.0","21.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-04","6.26",,"0.00","0.0","0.0","66","79","53","  110","  120","15.0","23.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-05","6.49",,"0.00","0.0","0.0","67","78","58","  110","  110","18.1","21.9","    1","    1",,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-06","6.26",,"0.00","0.0","0.0","67","84","53","  170","  170","18.1","21.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-07","8.05",,"0.00","0.0","0.0","73","87","65","  270","  270","16.1","19.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-08","8.72",,"0.03","0.0","0.0","75","86","65","  290","  260","19.9","25.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-09","11.41",,"0.06","0.0","0.0","77","90","68","  280","  270","23.9","31.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-10","9.17",,"0.00","0.0","0.0","69","74","47","  330","  310","25.1","31.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-11","5.59",,"0.00","0.0","0.0","59","76","42","  170","  150","16.1","21.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-12","14.99",,"0.02","0.0","0.0","69","78","58","  180","  170","31.1","42.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-13","11.63",,"1.48","0.0","0.0","76","85","67","  180","  180","36.0","44.1","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-14","5.37",,"0.00","0.0","0.0","73","85","60","  220","  220","14.1","19.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-15","9.17",,"0.19","0.0","0.0","67","74","52","  270","  270","21.9","27.1","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-16","6.49",,"0.00","0.0","0.0","60","73","51","   60","   30","16.1","21.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-17","6.93",,"0.00","0.0","0.0","62","78","47","  170","  180","19.9","23.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-18","10.51",,"0.00","0.0","0.0","73","85","65","  290","  280","23.9","32.0",,,,
